deadline,distance,steps,rewards,penalties
20,4,20,1.5,-8.5
45,9,25,34.0,-2.0
35,7,29,35.0,-5.0
25,5,6,20.0,0
25,5,21,20.0,0
20,4,4,18.0,0
20,4,9,15.5,-0.5
20,4,16,18.0,0
25,5,13,20.0,0
20,4,10,18.0,0
25,5,11,20.0,0
20,4,6,18.0,0
25,5,11,20.0,0
35,7,17,20.5,-1.5
20,4,7,18.0,0
20,4,4,18.0,0
20,4,7,18.0,0
25,5,25,10.5,-1.5
25,5,6,20.0,0
45,9,19,28.0,0
25,5,12,20.0,0
30,6,21,23.5,-0.5
25,5,13,24.0,0
25,5,9,20.0,0
25,5,13,20.0,0
20,4,4,18.0,0
20,4,7,18.0,0
20,4,20,18.0,0
30,6,8,22.0,0
45,9,13,28.0,0
45,9,13,28.0,0
25,5,11,20.0,0
30,6,10,22.0,0
55,11,26,32.0,0
25,5,8,20.0,0
25,5,7,20.0,0
50,10,13,30.0,0
25,5,8,20.0,0
25,5,9,20.0,0
20,4,11,18.0,0
20,4,8,18.0,0
40,8,21,26.0,0
30,6,13,22.0,0
20,4,16,17.0,-1.0
25,5,9,20.0,0
35,7,16,24.0,0
25,5,15,20.0,0
40,8,21,26.0,0
40,8,12,26.0,0
45,9,14,24.0,0
40,8,16,26.0,0
30,6,10,22.0,0
20,4,13,18.0,0
25,5,9,24.0,0
25,5,13,20.0,0
45,9,16,28.0,0
40,8,16,26.0,0
25,5,6,20.0,0
25,5,13,20.0,0
25,5,17,20.0,0
30,6,10,22.0,0
20,4,4,18.0,0
25,5,11,20.0,0
20,4,7,18.0,0
20,4,7,18.0,0
25,5,11,20.0,0
25,5,5,20.0,0
30,6,13,22.0,0
20,4,9,18.0,0
25,5,14,20.0,0
30,6,17,22.0,0
30,6,17,22.0,0
30,6,9,22.0,0
20,4,11,22.0,0
25,5,6,20.0,0
20,4,9,18.0,0
35,7,16,24.0,0
25,5,8,20.0,0
20,4,9,17.0,-1.0
45,9,25,28.0,0
20,4,5,18.0,0
25,5,12,24.0,0
30,6,9,22.0,0
30,6,10,22.0,0
20,4,7,22.0,0
20,4,11,18.0,0
25,5,14,24.0,0
20,4,7,22.0,0
20,4,5,18.0,0
25,5,9,20.0,0
35,7,14,24.0,0
20,4,6,18.0,0
30,6,6,22.0,0
25,5,7,20.0,0
25,5,7,20.0,0
20,4,11,18.0,0
35,7,14,24.0,0
45,9,14,28.0,0
45,9,17,28.0,0
35,7,17,24.0,0
